Genes;;;;;;
AID;;;;;;
ALDH;;;;;;
APOBEC1;;;;;;
APOBEC3A/B/G;;;;;;
APOBEC3C/D/F;;;;;;
APOBEC3H;;;;;;
ASCL2;;;;;;
BCL3;;;;;;
BRCA1;;;;;;
BRCA2;;;;;;
CCL3;;;;;;
CCL5;;;;;;
CCL7;;;;;;
CCND1;;;;;;
CCND3;;;;;;
CD19;;;;;;
CD163;;;;;;
CD24;;;;;;
CD27;;;;;;
CD274;;;;;;
CD276;;;;;;
CD278 (ICOS);;;;;;
CD4;;;;;;
CD44;;;;;;
CD68;;;;;;
CD8A;;;;;;
CLCF1;;;;;;
CMKLR1;;;;;;
CNTF;;;;;;
CNTF;;;;;;
CSF1;;;;;;
CSF2RB;;;;;;
CTF1;;;;;;
CTLA4;;;;;;
CTSK;;;;;;
CXCL10;;;;;;
CXCL11;;;;;;
CXCL9;;;;;;
CXCR6;;;;;;
DLL1;;;;;;
DLL3;;;;;;
DLL4;;;;;;
DTX1;;;;;;
EBI3;;;;;;
EGFR ;;;;;;
ERBB2;;;;;;
ERRB3;;;;;;
ESR1;;;;;;
FGF19;;;;;;
FGF3;;;;;;
FGF4;;;;;;
FGFR1 ;;;;;;
FGFR2 ;;;;;;
FGFR3 ;;;;;;
FOXP3;;;;;;
GZMA;;;;;;
GZMB;;;;;;
HAVCR2;;;;;;
HES1;;;;;;
HES4;;;;;;
HES5;;;;;;
HEY2;;;;;;
HEYL;;;;;;
HLA-A;;;;;;
HLA-B;;;;;;
HLA-C;;;;;;
HLA-DQA1;;;;;;
HLA-DQB1;;;;;;
HLA-DRB1;;;;;;
HLA-E;;;;;;
HLA-G;;;;;;
HPGD;;;;;;
HPGD;;;;;;
ICA1;;;;;;
ICA1;;;;;;
IDO1;;;;;;
IER3;;;;;;
IFNg;;;;;;
IKZF2;;;;;;
IL10;;;;;;
IL10RA;;;;;;
IL10RB;;;;;;
IL11;;;;;;
IL2;;;;;;
IL27;;;;;;
IL6;;;;;;
IL7R;;;;;;
JAG1;;;;;;
JAG2;;;;;;
LAG3;;;;;;
LGR5;;;;;;
LIF;;;;;;
LRRC32;;;;;;
MAFF;;;;;;
MET;;;;;;
MLH1;;;;;;
MRC1;;;;;;
MS4A4A;;;;;;
MSR1;;;;;;
MYC;;;;;;
NFKBIZ;;;;;;
NKG7;;;;;;
NOTCH1;;;;;;
NOTCH2;;;;;;
NOTCH3;;;;;;
NOTCH4;;;;;;
NRARP;;;;;;
NUMB;;;;;;
OLFM4;;;;;;
OSM;;;;;;
PDCD1;;;;;;
PDCD1LG2;;;;;;
PDGFRA;;;;;;
PF4;;;;;;
PLAU;;;;;;
PLAUR;;;;;;
PRF1;;;;;;
PSEN1;;;;;;
PSEN2;;;;;;
PSMB10;;;;;;
PTCRA;;;;;;
RAG1;;;;;;
RAG2;;;;;;
RBMS3;;;;;;
SERPINE1;;;;;;
SOCS3;;;;;;
STAM;;;;;;
STAT1;;;;;;
TGFb1;;;;;;
TGFb2;;;;;;
TGFb3;;;;;;
TIGIT;;;;;;
TMEM173;;;;;;
TNFRSF12A;;;;;;
TNFRSF1B;;;;;;
TNFRSF9;;;;;;
TRIB1;;;;;;
VAV3;;;;;;
VOPP1;;;;;;